District Name,School Name,UDISE Code,School Management,School Category
PRAYAGRAJ,JANTA INTER COLLEGE MUBARAK PUR,09450602603,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,JAWAHAR LAL MAURYA INTER COLLEGE HANUMANT NAGAR PHOOLPUR PRAYAGRAJ,09450605703,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,K.D.M.L.S.I.C,09450605105,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,KRISHNA LAL PUBLIC SCHOOL,09450608624,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,LAL BAHADUR SINGH INTER COLLEGE BAHADURGARH,09450608614,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,LATE JAWAHAR PANDIT MEMORIAL U.M.V.,09450604802,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,MADARSA AZIZUL ULOOM MULLANA ALLAHABAD,09450608622,Private Unaided Recognized,Upper Primary to Secondary (6–10)
PRAYAGRAJ,MAINA DEVI PATEL INTER COLLEGE PATULKI ALLAHABAD,09450605304,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,MITTHULAL MOURYA INTERMEDIATE COLLEGE,09450611601,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,MUSHTAQ ALAM U.M.V. AGAHUA MAILAHAN,09450609601,Private Unaided Recognized,Upper Primary to Secondary (6–10)
PRAYAGRAJ,PREMA DEVI SMARAK INTER COLLEGE,09450605303,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,PT. RAM NARAYAN TIWARI INTER COLLEGE,09450600102,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,RAJKIYA U.M.V. NANDOUT,09450601903,Department of Education (Government School),Secondary + Higher Secondary (9–12)
PRAYAGRAJ,RAM AVTAR YADAV INTER COLLEGE,09450604104,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,RAM KAILASH YADAV U M V ALLAHABAD,09450601502,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,RAM NIHOR PATEL SMARAK INTER COLLEGE,09450602605,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,S.R.P. INTER COLLEGE SAHAPUR,09450604402,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,SANSKAR PUBLIC SCHOOL,09450607207,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,SARASWATI GRAMIN HIGH SCHOOL,09450603903,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,SHAHEED UDHAM SINGH MEMORIAL INTER COLLGE,09450611302,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,SHYAM NARAYAN INTER COLLEGE,09450604605,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,SITARAM SINGH INTER COLLEGE,09450606003,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,SMT. CHANDRA KALI RAM NARESH MISHRA GIRLS I .C.,09450603204,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,V.L.P. INTER COLLEGE,09450608615,Government Aided,Primary to Higher Secondary (1–12)
PRAYAGRAJ,AADI SHAKTI VIDHYA MANDIR U.M.V.,09450401403,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,B.L. YADAV U.M.V. BELAKHAS,09450401404,Private Unaided Recognized,Upper Primary to Secondary (6–10)
PRAYAGRAJ,B.N.D. BALIKA INTER COLLEGE,09450410006,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,BABU RAM ADHAR KEDAR NATH PAL INTER COLLEGE,09450408602,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,BADRI PRASAD SMARAK RAMPYARE PATEL U.M.V. SOIRAI BARESTAKALA,09450409302,Private Unaided Recognized,Upper Primary to Secondary (6–10)
PRAYAGRAJ,BALRAM BALIKA P.S. DALPATPUR,09450407602,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,BANVARI LAL INTER COLLEGE SARAYA HARIRAM HANDIA ALLAHABAD,09450404303,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,BECHAN RAM GUPTA U.M.V. RITHUWA MADWA BAZAR,09450402503,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,BENI PRASAD YADAV UMV,09450401607,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,CHANDRA SHEKHAR AZAD U.M.V. PARMESHWARPUR,09450407903,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,CONVENT INTER COLLEGE,09450413302,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,DEVI PRASAD U.M.V. PILKHINI JANGHAI,09450406903,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,DR MANIKCHANDRA YADAV INTER COLLEGE,09450409409,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,HANUMAT KRIPA UCCHATAR MADHYAMIK VIDYALAYA PRATAPPUR HANDIA ALLAHABAD,09450400114,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,JAGDISH PRASAD U.M.V. SORO PRATAPPUR,09450405002,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,JANSEWA I.C. MUHIDDINPUR,09450409403,Government Aided,Primary to Higher Secondary (1–12)
PRAYAGRAJ,JARIBANDHAN INTER COLLEGE,09450400702,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,KANSHI RAM MEMORIAL U.M.V.,09450401507,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,KEVLA PATI AMRIT LAL U.M.V. CHAMPAPUR PRATAPPUR,09450403605,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
PRAYAGRAJ,KISHAN INTER COLLEGE BARESTA,09450409504,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,L R S U M V NEWADA UDAGI PRATAPUR ALLAHABAD,09450409102,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,LATE RAM BHAROS YADAV U.M.V. NEWADA BELA SARAI MAMREJ,09450401506,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
PRAYAGRAJ,LATE RAMLAL YADAV SMARAK U.M.V.,09450414401,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
PRAYAGRAJ,M.G.S. NIKETAN H.S.S. PRATAP PUR,09450400113,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,MAHARSHI DAYANAND SARASWATI VIDHYAPEETH,09450403506,Private Unaided Recognized,Upper Primary to Secondary (6–10)
PRAYAGRAJ,PHUL CHANDRA YADAV U.M.V.,09454100169,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,R P CONVENT HIGHER SEONDRY SCHOOL NEDULA PRAPATPUR HANDIA ALLALHABAD,09450405802,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,R.D.M. CONVENT INTER COLLEGE JANGHAI,09450409807,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,R.N. PUBLIC SCHOOL,09450400403,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,R.S. CONVENT SCHOOL,09454100188,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,R.S.Y. MEMORIAL INTER COLLEGE,09454100184,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,RAJDEV YADAV U.M.V. ,09454101408,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,RAJKIYA U M VIDHAYALAYA CHANETHU PRATAPPUR,09450403504,Department of Education (Government School),Secondary + Higher Secondary (9–12)
PRAYAGRAJ,RAM ADHIN SINGH PATEL INTER COLLEGE,09450401602,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,RAM SUNDAR PATEL U.M.V.,09450409405,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,RAMANAND SAGAR U .M.V.,09450401504,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
PRAYAGRAJ,RANG BAHADUR YADAV MEMORIAL SAMTA I.C.,09450407904,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,S.S.P. INTER MEDIATE COLLEGE,09450409604,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,SARASWATI U.M.V. SARAI MAMREJ,09450401202,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,SIDDHARTH U.M.V. SADREPUR SARAI MAMREJ,09450402102,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,SITARAM YADAV U.M.V.,09450409603,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,SMT RAMPYARI DEVI INTERMEDATE COLLEGE,09450405105,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,SMT. DHARMA DEVI U.M.V. BELA KHAS,09450401211,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,SMT. JAGWANTI DEVI RAM YASH U.M.V. SHIVPUR ANUWA CHANETHU,09450403105,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,SMT. SATANA DEVI I.C. BAPUPUR BELO,09450408802,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,SMT.SHANTI DEVI U.M.V.,09450410005,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
PRAYAGRAJ,SRI MAHAVEER INTER COLLEGE,09450406005,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,SRI RADHA KRISHNA UPS RASTIPUR,09450400107,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
PRAYAGRAJ,SURENDRA KUMAR SRIVASTAVA PUBLIC SCHOOL,09454101636,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,TH. JAI .N.SINGH R.P. SINGH U.,09450412301,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
PRAYAGRAJ,THAKUR SHIVPRATAP SINGH SMARAK U.M.V. MAHRACHHA HANDIA,09450403802,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,UDAI RAJ YADAV J.H.S.,09450401902,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,ZILA PANCHAYAT INTER COLLEGE,09450410002,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,B.R.Y. U.M.V. KHODAYPUR BAGAI,09450608003,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
PRAYAGRAJ,CHANDRA SHEKHAR AZAD I.C. BAGAIKHURD,09450607203,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,GANGA DEEN YADAV INTER COLLEGE RUDAPUR DEVNAHRI,09450606903,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,GULAB KALI U.P.S.,09450607204,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,ISHWAR JYOTI BALIKA U.M.V. CHIRAURA,09450608203,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,JAI DURGA BALIKA VIDYALAYA,09450607502,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,K.V.M. INTER COLL,09451904503,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,LT. RAM PRATAP YADAV I.C. CHANDROHA UMARI,09450607303,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,PT D.D.U.G.M.INTER COLLEGE,09451904506,Department of Education (Government School),Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,S.A.M. INTER COLLGE,09450606007,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,S.P.S.N. U.M.V.,09451908903,Private Unaided Recognized,Upper Primary to Secondary (6–10)
PRAYAGRAJ,SAMRAT ASHOK MAHAAN U M VIDHYALAYA ALLAHABAD,09451907011,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,SARWAJANIK INTER COLLEGE MANETHU,09450606302,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,SHIV PRABHA SINGH INTER COLLEGE JAGDEVPUR,09451100112,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,SHRI BHULLAN PRASAD SALIRAM HIGH SCHOOL,09451906702,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
PRAYAGRAJ,SHRI KRISHNA INTER COLLEGE DEVNAHRI,09450609204,Government Aided,Primary to Higher Secondary (1–12)
PRAYAGRAJ,T R PUBLIC SCHOOL KAMLA NAGAR ALLAHABAD,09451904504,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,TH. RAM NATH SINGH I.C. BAGAIKALA,09450607102,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,VIKRAMADITYA SINGH INTER COLLEGE,09451900302,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,ADARSH BAL VIDHYAMANDIR UCCHATAR MADHYAMIK VIDHLAYA,09451103608,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,AMRIT LAL SINGH BAIRAGI INTER COLLEGE ,09451101504,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,BAL VIKASH KANYA I.C. MADHORAM KA PURA,09451100103,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,BAL VIKASH U.M.V. MADHO KA PURA BARETHI,09451100105,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
PRAYAGRAJ,BDS ACADMEY INTERMEDIATE COLLEGE BHADAWA SAIDABAD ALLAHABAD,09451105404,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,DR DEVRAJ SINGH PUBLIC SCHOOL,09452001202,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,DUDHANATH SINGH HIGHER SECONDARY SCHOOL,09451103606,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,GOVT. GIRLS INTER COOLEGE,09451106008,Department of Education (Government School),Upper Primary + Secondary (6–10)
PRAYAGRAJ,GRAMIN VIKASH INTER COLLEGE,09451110001,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,GYAN JYOUTI PUBLIC U.M.V. CHAK SIKANDAR BHUGARSAN,09451100504,Private Unaided Recognized,Upper Primary to Secondary (6–10)
PRAYAGRAJ,JAWAHAR LAL INTER COLLEGE,09451105902,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,JAWAHAR LAL U.M.V.,09451106009,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
PRAYAGRAJ,K.P. SINGH YADAY U.P.S.,09451104602,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,KANEEZ ZAHRA GIRLS' HIGH SCHOOL ,09451101203,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,KANHAIYA BAKSH SINGH INTER COLLEGE,09451105204,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,KESHAV SHIKSHA SADAN INTER COL,09451106005,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,LALLA SINGH U.P.S.,09451105402,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,LATE JAWAHAR SINGH YADAV INTER COLLEGE,09451104810,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,LT. SOHAN LAL INTER COLLEGE ATRAURA BASGIT,09451101804,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,MAHANAND H.S. SCHOOL,09451112102,Government Aided,Secondary only (9–10)
PRAYAGRAJ,MUNNI LAL KUSHAWAHA U.P.S.,09451100107,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
PRAYAGRAJ,NEHRU GRAM UDYOG U.M.V.,09451106303,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,"NEW R.S.J.PUBLIC,SCHOOL,HANDIA,PRAYAGRAJ",09452002904,Private Unaided Recognized,Upper Primary to Secondary (6–10)
PRAYAGRAJ,P N CENTRAL ACADEMY,09451106503,Private Unaided Recognized,Upper Primary to Secondary (6–10)
PRAYAGRAJ,PT. RAMDEV MISHRA INTER COLLEGE,09451105702,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,PUBLIC INTER COLLEGE MOTIHA,09451100302,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,RAM KRIPAL U.M.V.,09451109801,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,RAM LAKHAN U.P.S.,09451104904,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,RAMLAL YADAV HIGHER SECONDARY SCHOOL,09451103504,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,Red Eagle Public School allahabad,09451102403,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,S L P PUBLIC SCHOOL,09451103809,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,S S L F Convent Public School Collage Arakalan allahabad,09451103807,Private Unaided Recognized,Upper Primary to Secondary (6–10)
PRAYAGRAJ,S.N. INTER COLLEGE ,09451108203,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,SARDAR BHAGAT SINGH INTER COLL,09451106006,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,SARDAR PATEL INTER COLLEGE,09451108802,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,SARDAR VALLABH BHAI PATEL BALIKA SHIKSHA SANSTHAN MAHUAKOTHI,09451103302,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,SARSWATI SHIKSHA SADAN U.M.V.,09451104202,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,SEETALA DEEN SINGH SIGRAUR U.M.V. BADANPUR MUGARSAN,09451101003,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
PRAYAGRAJ,SETH RAM KHELAWAN SINGH INTERNATION HIGH SCHOOL,09454100212,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,SHIKSHA NIKETAN INTER COLLEGE,09451103203,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,SHIKSHA SANSTHAN I.C.KANAKPUR,09451107003,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,SHIV MANGAL MAHARANI U.P.S BARETHI,09451100109,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
PRAYAGRAJ,SHRI RAJEEV GANDHI INTER COLLEGE,09451105606,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,T R SHASTRI INTER COLLEGE NANDA PTTI,09451102310,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,TEJ PRATAP SINGH INTERMEDIATE COLLEGE ,09451106304,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,TRILOKI NATH GURUKUL SANSKRIT VIDYALAYA,09451100115,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,UMA INTER COLLEGE,09451105903,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,VASHUDHAIV KUTUMKKAM U.M.V.,09451103609,Private Unaided Recognized,Upper Primary to Secondary (6–10)
PRAYAGRAJ,VIKASH INTER COLLEGE SAHVAJPUR HANUMANGANJ,09451100402,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,shiv saskrit uttar madhayamic vidhyalaya,09451106010,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,B.B.B. INTER COLLEGE. MADAN PUR BANDHLA,09450110203,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,CAMBRIDGE SCHOOL,09450110110,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,DHANANJAY SINGH DEEV KARAN INTER COLLEGE,09450104708,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,DR.KAILASH NATH SINGH I.C.PAHARI KALA,09450100118,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,G.G.I.C. SHANKARGARH,09450100108,Department of Education (Government School),Primary to Higher Secondary (1–12)
PRAYAGRAJ,GOVT. GIRLS I.C. NARIBARI,09450104704,Department of Education (Government School),Upper Primary + Secondary (6–10)
PRAYAGRAJ,HARISHANKAR PANDEY INTER COLLEGE,09450101504,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,KRISHAK I.C. KASHOUTA,09450111702,Government Aided,Primary to Higher Secondary (1–12)
PRAYAGRAJ,MAA CHANDRAWATI INTER COLLEGE HINAUTA,09450104705,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,MAA RAJRANI INTER COLLEGE. MADANPUR,09450110206,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,MAA SHANTI  SINGH I.C. PAGUWAR,09450100117,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,MAA SHIV KUMARI HIGH SCHOOL CHAKSHIVCHER BHATPURA ALLAHABAD,09450110602,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,NARIBARI PUBLIC I.C. NARIBARI,09450104706,Private Unaided Recognized,Upper Primary to Secondary (6–10)
PRAYAGRAJ,NAVODIT SHIKSHA KENDRA,09450111803,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,NEW BHARAT ANUSUCHIT JANJATI SEWA SANSTHAN H.S. GADHA KATRA,09450111401,Private Unaided Recognized,Upper Primary to Secondary (6–10)
PRAYAGRAJ,NEW CHILDREN SCHOOL SINDHI TOLA,09450110107,Private Unaided Recognized,Upper Primary to Secondary (6–10)
PRAYAGRAJ,PT JANGIRAM DUBEY SMARAK BALIKA U.M.V.,09450103706,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,PT. VISHNURAM TIWARI INTER COLLEGE,09454100302,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,RAJA KAMLAKAR INTER COLL,09450110102,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,RAJKIYA U.M.V. SONVEY,09450101503,Department of Education (Government School),Secondary + Higher Secondary (9–12)
PRAYAGRAJ,RAM SINGH U.M.V. GOLHAIYA OTHGI TARHAR,09450111603,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,RANJEET PANDIT INTER COLLEGE LOHGARA,09450103905,Government Aided,Primary to Higher Secondary (1–12)
PRAYAGRAJ,S T Joseph School Kaitha Lakhanpue Shankergrh Allahabad,09450100128,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,S.H.S.P INTER COLLEGE LALA PUR,09450101006,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,SHARDA DEVI INTER COLLEGE NAUDIYA,09450101702,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,SHIV BALAK MAJHI MEMO. H.S. MAVAIYA KALA NARIBARI,09450111101,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,SHIVAJI BALIKA I.C. PATEL NAGAR KHERKHURD,09450105803,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,SHIVAJI INTER COLLEGE  PATEL NAGER,09450112402,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,SHRI HARIRAM BALIKA U.M.V. CHANDARA LOHGARA,09450112902,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
PRAYAGRAJ,SHRI JAGAT BHADUR SINGH INTER COLLEGE,09450107805,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,SHRI KAMLAKAR SANSKRIT PATHSHALA,09450110111,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,SMT. P. DEVI balika inter college Ald,09450100102,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,SRI RADHEY KRISHANA U M V JANWA SHANKARGARH ALLAHABAD,09450110801,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,SRI SARDAR PATEL I.COLL.ROOM,09450113701,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,VAISHNAVI H.S. SHIKSHA SAMITEE,09450101505,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
PRAYAGRAJ,ADARSH JANTA I.C. SHASTRI NAGAR SORAON,09450700802,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,AJEET PRATAP SINGH I.C. SHAHPUR ATRAMPUR,09450703103,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,B.D. YADAV INTER COLL,09450703902,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,BABU J.R.D.PAL U.M.V. MANSAITA THARWAI,09450705803,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,BHAWANI PRASAD PRIMARY PATHSHALA  CHANDAPUR,09450701603,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,BISHOP HARTMANN ACADEMY,09454101284,Private Unaided Recognized,Upper Primary to Secondary (6–10)
PRAYAGRAJ,BRIJ BEHARI SAHAI INTERNATIONAL SCHOOL,09450706816,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,CHOUDHARI BHAWANI BHEEKH I.C. PADILA MAHADEV,09450702102,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,DEVPRAYAG SCHOOL&COLLEGE,09450701505,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,DURGAWATI P S,09450704805,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
PRAYAGRAJ,GAYADEEN VISHAWAKARMA INTER COLLEGE,09450705904,Private Unaided Recognized,Upper Primary + Secondary (6–10)
PRAYAGRAJ,GOVERNMENT  HIGH SCHOOL GOHARI ,09450706814,Department of Education (Government School),Secondary + Higher Secondary (9–12)
PRAYAGRAJ,HANUMANT DUTTA TRIPATHI INTER COLLEGE ISMAILGANJ,09450704803,Government Aided,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,HOLY CHILD PUBLIC SCHOOL,09454100501,Private Unaided Recognized,Primary to Higher Secondary (1–12)
PRAYAGRAJ,LALITA SINGH BALIKA INTER COLLEGE,09450700115,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
PRAYAGRAJ,M.D. I.C. KORSAD SORAON,09450702305,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,MAA VAISHNAVI U.M.V. THARWAI,09450706003,Private Unaided Recognized,Upper Primary to Secondary (6–10)
PRAYAGRAJ,MAHADEV PRASAD U.M.V. RAJAPUR,09450700302,Private Unaided Recognized,Secondary only (9–10)
PRAYAGRAJ,MAHADEVI SURAJDEEN BALIKA U.M.V. SARAINAND,09450702704,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
